m_id,me_id,employment_status,eff_dt
25990,198216,Service Start,2008-04-26
81798,152904,Service Start,2007-07-01
117230,176350,Service Start,2002-10-20
28981,242006,Service Start,2009-10-19
18345,192386,Entered Old DROP,2013-02-22
96096,202136,Service Start,2001-07-23
92500,251767,Service Start,1998-05-11
3080,258795,Service Start,1998-08-24
96280,216439,Service Start,2005-05-02
64553,228499,Entered Old DROP,2012-07-25
83995,182206,Service Start,2008-09-22
81362,228593,Entered Old DROP,2017-05-31
41490,147458,Entered Old DROP,2015-09-11
115989,156563,Hired - Return to Work,2017-01-01
113995,126254,Service Start,1990-11-09
102028,238643,Service Start,1989-09-18
120937,215539,Service Start,1999-06-28
61661,138904,Service Start,2007-07-01
47815,179339,Service Start,2000-08-28
40896,178584,Service Start,2012-06-18
90934,141723,Service Start,1999-10-25
109876,230960,Service Start,2007-07-01
59078,227902,Service Start,2010-12-13
121872,230944,Entered Old DROP,2012-08-31
100701,129161,Service Start,1997-05-05
33118,147843,Service Start,2000-06-19
55706,173335,Service Start,1996-01-22
2158,208876,Service Start,2003-08-11
72089,225845,Service Start,1999-08-02
60996,140585,Service Start,2000-01-10
37601,227418,Service Start,2001-02-05
38423,209995,Service Start,2001-04-22
61231,133673,Service Start,2007-07-01
114334,162693,Service Start,2004-09-27
121749,243987,Service Start,2007-07-01
100311,257925,Service Start,2002-02-25
113741,175611,Entered Old DROP,2014-03-07
103440,211608,Hired - Return to Work,2013-11-30
94500,139724,Service Start,1999-02-01
63750,227184,Service Start,2004-04-19
69751,166763,Service Start,1997-03-28
631,227375,Service Start,1993-12-13
57701,183475,Service Start,1993-02-08
115627,216226,Service Start,2007-07-01
29111,212928,Service Start,2000-01-10
45622,264174,Service Start,2003-05-26
5876,248168,Entered Old DROP,2014-06-25
49733,222750,Service Start,2007-07-01
56823,133701,Service Start,2004-07-12
45342,169885,Entered Old DROP,2015-01-12
4214,217394,Service Start,2000-09-04
65772,145127,Service Start,1994-10-11
69281,211502,Service Start,2001-05-26
26326,227515,Service Start,2001-02-05
106185,248602,Service Start,2003-04-07
87516,131470,Service Start,2008-09-08
43430,125714,Service Start,2006-01-30
26071,205293,Service Start,2008-01-28
108106,206418,Entered Old DROP,2017-01-23
63575,222696,Service Start,2007-05-14
99541,224816,Entered Old DROP,2013-04-19
86989,163635,Service Start,2007-07-01
71134,222882,Service Start,2001-11-01
41123,200914,Service Start,2004-06-28
42302,238253,Entered Old DROP,2016-12-30
30818,163424,Service Start,1996-10-07
50041,252732,Service Start,2007-09-04
49720,261087,Entered Old DROP,2015-03-07
27109,202426,Entered Old DROP,2013-01-31
55009,159104,Entered Old DROP,2016-04-30
37438,258429,Service Start,2007-07-01
66379,138275,Service Start,1994-10-10
117820,237861,Service Start,2016-07-01
99863,261000,Service Start,2009-08-10
93143,220173,Service Start,1994-08-01
27296,178176,Service Start,1998-01-20
69876,157906,Service Start,2006-05-08
44065,181436,Service Start,2002-04-20
61373,135355,Service Start,1997-10-20
32675,211562,Service Start,2014-01-27
49543,146562,Hired - Return to Work,2017-03-25
63093,177955,Entered Old DROP,2014-10-31
89104,258683,Entered Old DROP,2016-06-22
89852,153465,Entered Old DROP,2014-06-30
113301,196408,Service Start,2005-01-21
108698,243914,Service Start,2008-08-25
60241,160747,Service Start,2002-10-01
17895,207626,Service Start,1987-08-17
123478,179190,Service Start,2008-06-22
57814,239246,Service Start,1997-12-07
4163,129521,Entered Old DROP,2015-10-13
47384,243230,Service Start,2016-06-06
94060,154847,Service Start,2017-03-15
71564,259545,Service Start,2013-09-09
7456,232538,Service Start,2016-05-02
114738,252663,Service Start,2004-01-19
26916,165621,Service Start,2016-07-25
93428,226208,Service Start,2016-08-15
105954,137737,Service Start,2016-02-02
73733,256361,Service Start,2015-09-21
72671,235488,Service Start,2006-05-01
55294,136495,Service Start,2007-08-20
37641,225417,Service Start,2008-08-04
98053,250055,Service Start,2017-02-06
74142,160060,Service Start,2015-02-23
112587,204658,Service Start,2016-03-07
98401,197396,Service Start,2014-10-02
84093,198217,Service Start,2014-11-17
108031,204305,Service Start,2013-07-15
68379,164654,Service Start,2014-03-10
84397,138213,Service Start,2002-12-16
114881,143383,Service Start,2015-10-26
118174,211764,Service Start,2016-11-28
6806,256503,Service Start,2014-09-29
89357,239101,Service Start,2015-10-05
55148,239482,Service Start,2010-02-01
122897,134896,Service Start,2009-01-12
28871,152244,Service Start,2017-02-06
89316,213536,Service Start,2014-04-07
48444,150273,Service Start,2008-06-20
55192,135979,Service Start,2011-02-21
43611,266183,Service Start,2016-12-24
109060,133248,Service Start,2015-05-18
10590,234617,Service Start,2017-05-15
107840,171419,Service Start,2017-07-01
17840,197524,Service Start,2017-07-01
41634,127140,Service Start,2017-07-01
30987,162990,Service Start,2017-07-01
30346,128417,Service Start,2017-07-01
105662,150749,Entered Old DROP,2017-07-01
92683,234816,Service Start,2017-06-12
83548,258030,Service Start,2017-06-20
69958,183118,Service Start,2017-06-20
22345,224716,Hired,2017-06-20
62843,204845,Service Start,2017-06-20
66099,124832,Service Start,2017-06-20
7060,137346,Service Start,2017-06-19
104982,217430,Service Start,2017-06-26
57172,172472,Service Start,2017-06-20
95116,235789,Service Start,2017-06-20
68660,160936,Service Start,2017-06-26
43097,182066,Service Start,2017-03-23
54189,218649,Service Start,2017-01-02
22252,244905,Hired - Return to Work,2014-02-14
120279,239258,Hired - Return to Work,2012-09-14
60112,172496,Hired - Return to Work,2014-07-18
79648,230371,Hired - Return to Work,2012-09-14
52171,156323,Service Start,2007-07-01
99655,185944,Service Start,2003-06-09
44700,195810,Service Start,2011-02-22
51971,202044,Service Start,2007-07-01
80819,136037,Service Start,2003-08-11
14444,245148,Entered Old DROP,2014-09-28
24730,216516,Service Start,1994-01-03
3766,161516,Service Start,2007-12-17
18816,146910,Entered Old DROP,2014-06-27
94921,253965,Service Start,2002-06-10
112374,135047,Service Start,2007-02-04
115474,133582,Service Start,2006-07-29
107464,209032,Service Start,2015-02-02
18040,222375,Service Start,1996-11-25
14145,191673,Service Start,2003-08-16
33834,204686,Service Start,2000-10-12
49129,184233,Service Start,1995-04-30
106196,139904,Service Start,2009-12-28
6880,221977,Entered Old DROP,2016-06-25
106964,200160,Service Start,2009-07-01
68324,135669,Service Start,1998-10-12
67369,200102,Entered Old DROP,2012-09-19
26772,125853,Service Start,2001-09-24
25542,184110,Service Start,2007-07-01
27131,155402,Service Start,2006-08-01
58653,180777,Entered Old DROP,2015-05-31
86207,149610,Service Start,1990-09-10
17766,128788,Entered Old DROP,2015-05-31
58576,205586,Entered Old DROP,2016-09-07
103961,156896,Service Start,2009-12-01
87038,245000,Service Start,2001-03-16
53030,227159,Service Start,1994-03-15
92068,176055,Service Start,1994-04-04
4059,135084,Service Start,2000-07-16
84596,147264,Entered Old DROP,2017-06-25
31002,212009,Entered Old DROP,2014-10-31
25638,221002,Service Start,1994-11-21
35944,136276,Service Start,1992-10-19
43045,216365,Service Start,2003-09-29
106784,140234,Service Start,1997-08-06
8486,211219,Service Start,1998-03-15
41720,248276,Hired - Return to Work,2015-01-24
117919,131542,Service Start,2011-08-22
109423,187411,Service Start,2006-01-09
45725,192754,Hired - Return to Work,2016-09-17
50288,178112,Service Start,2001-11-12
13828,158638,Service Start,2007-07-01
19584,179306,Entered Old DROP,2015-01-31
64582,207627,Service Start,1998-01-05
41949,264425,Service Start,2003-01-08
95771,139428,Service Start,1987-07-06
49140,227411,Entered Old DROP,2014-09-28
111179,170014,Service Start,2007-07-01
84033,147635,Service Start,2004-02-09
56595,210598,Entered Old DROP,2015-10-31
73104,137458,Entered Old DROP,2014-06-25
44321,177149,Service Start,2000-05-01
15170,224843,Entered Old DROP,2016-12-30
82933,191508,Service Start,1999-08-26
24397,159155,Service Start,2002-08-26
116697,181328,Service Start,2001-12-02
4840,208538,Service Start,2002-02-18
59862,239514,Service Start,2015-10-13
92125,162290,Service Start,2005-05-15
94708,233561,Entered Old DROP,2013-12-25
93620,234001,Hired - Return to Work,2015-03-21
33110,135782,Service Start,1995-07-10
41705,124913,Service Start,2000-01-31
96244,144782,Entered Old DROP,2017-01-02
66816,182087,Service Start,2015-11-23
83637,202519,Service Start,2008-03-17
124556,167630,Entered Old DROP,2016-04-30
91655,233317,Service Start,2001-12-02
119080,162622,Service Start,2011-10-03
94377,134420,Service Start,1999-11-01
62490,258300,Service Start,2016-10-24
121974,254754,Entered Old DROP,2015-02-09
9248,253004,Service Start,2007-07-01
99206,261429,Service Start,1993-03-15
102637,240866,Service Start,2006-04-03
51824,198815,Entered Old DROP,2014-06-25
90979,225276,Entered Old DROP,2014-09-21
95716,167175,Service Start,1998-01-11
55690,177455,Service Start,2002-02-04
86109,191713,Entered Old DROP,2016-07-23
29807,209251,Service Start,2007-07-01
107803,147141,Service Start,2005-07-01
46773,226454,Service Start,1996-01-29
18567,224306,Service Start,2007-11-18
36960,144893,Service Start,1999-05-17
64222,190240,Service Start,2001-02-05
80163,143647,Service Start,2006-09-01
89859,150809,Service Start,2006-01-22
87280,210453,Service Start,1995-10-02
49776,135109,Service Start,2012-02-21
117770,140010,Service Start,2002-08-12
38366,198273,Service Start,2011-08-01
117648,189142,Service Start,2007-01-29
95565,178623,Service Start,1997-03-03
81401,156314,Service Start,2005-07-01
1027,215925,Service Start,1998-09-14
68059,156787,Service Start,2015-12-28
103059,237821,Service Start,2008-02-07
80175,135380,Service Start,2008-11-03
7401,125729,Service Start,1991-09-15
122691,219937,Service Start,2008-02-25
1149,151625,Service Start,2005-10-17
5271,161488,Service Start,2004-07-01
38775,149561,Service Start,2007-07-01
70587,253909,Service Start,2017-05-30
24242,226376,Service Start,2017-03-06
49831,224724,Service Start,2007-10-22
63816,208069,Service Start,2010-04-05
46524,190490,Service Start,2012-01-02
53550,185322,Service Start,2010-03-01
32261,195682,Service Start,2017-04-24
54892,211036,Service Start,2004-01-05
96100,149496,Service Start,2011-01-03
38557,255450,Service Start,2007-01-05
104939,184135,Service Start,2016-04-25
3630,201576,Service Start,2011-12-19
113448,144613,Service Start,2015-11-16
46168,148102,Service Start,2007-12-10
53684,211937,Service Start,2016-09-05
51729,244662,Service Start,2011-03-21
2319,232189,Service Start,2014-08-11
42950,192694,Service Start,2012-11-14
80348,183396,Service Start,2011-10-31
405,131541,Service Start,2015-02-02
102857,197534,Service Start,2014-09-08
71347,229370,Service Start,2016-01-04
98313,188349,Service Start,2017-01-09
85960,148623,Service Start,2017-06-29
94624,149920,Service Start,2017-07-01
83522,145240,Service Start,2017-07-01
76454,222266,Service Start,2017-07-01
10813,218563,Service Start,2017-07-01
98106,178247,Service Start,2017-07-01
110577,161740,Service Start,2017-07-01
70055,128355,Service Start,2017-06-26
55497,125282,Service Start,2017-06-26
1301,207547,Service Start,2015-10-26
110824,247518,Service Start,2017-06-26
119874,258415,Service Start,2017-07-01
26850,210369,Hired - Return to Work,2014-02-14
41154,202158,Hired - Return to Work,2014-07-18
123057,203391,Service Start,2017-04-02
105722,224953,Service Start,2007-09-10
70193,245125,Service Start,2007-07-01
119948,218311,Entered Old DROP,2014-05-30
22642,257266,Service Start,1999-10-18
26833,253687,Service Start,1989-12-23
44915,173058,Service Start,1998-09-28
56335,216729,Service Start,2000-01-10
52037,181397,Service Start,2000-09-04
80361,187994,Service Start,2006-07-03
23087,126929,Service Start,2002-08-26
23012,130732,Service Start,2006-10-23
46334,204357,Service Start,2007-07-01
83202,213499,Service Start,1998-10-26
12745,190584,Service Start,2007-07-01
90407,186463,Service Start,2007-04-26
52434,234900,Service Start,2002-09-07
20185,192349,Service Start,2002-08-05
77800,255606,Service Start,2016-01-25
65423,137227,Entered Old DROP,2015-04-28
35513,248326,Service Start,1994-01-03
39566,188405,Service Start,1998-05-09
33189,198607,Service Start,1993-07-29
47647,166097,Service Start,1992-07-06
53612,198349,Entered Old DROP,2014-10-29
9844,217059,Service Start,1999-11-01
15214,161945,Hired - Return to Work,2011-07-08
73533,146892,Service Start,2011-12-29
21573,263032,Service Start,1989-01-23
91461,211275,Service Start,1996-08-26
119191,208740,Service Start,1999-04-05
78863,208646,Service Start,2006-08-26
65915,194036,Entered Old DROP,2015-06-30
11987,233565,Entered Old DROP,2014-03-31
24829,160460,Service Start,2002-03-25
58305,246135,Service Start,2007-07-01
63987,215678,Service Start,1995-01-16
112960,164571,Service Start,2013-02-11
42723,208197,Service Start,1998-12-14
20104,168911,Service Start,2016-08-29
60617,203403,Entered Old DROP,2016-01-31
85780,256772,Service Start,2003-09-08
44325,207326,Service Start,2000-07-10
87045,145155,Service Start,2008-09-26
78345,143306,Service Start,1997-11-17
17958,220005,Entered Old DROP,2017-06-30
75699,154931,Entered Old DROP,2013-01-20
29828,215959,Service Start,1984-05-10
20621,216839,Service Start,2008-09-02
81654,179010,Entered Old DROP,2016-01-31
72372,248574,Service Start,1989-12-27
99605,130387,Service Start,1999-12-05
110678,242145,Service Start,2008-10-20
101746,179575,Service Start,2005-07-04
124060,242953,Service Start,1994-04-04
20850,152201,Hired - Return to Work,2011-07-09
3910,175884,Service Start,2011-08-08
123321,256528,Service Start,2000-07-03
59959,256565,Service Start,1996-12-28
29891,210000,Service Start,2007-07-01
12794,200710,Service Start,1998-09-07
56911,228140,Service Start,1998-10-29
72872,155157,Service Start,1996-07-14
46121,259597,Service Start,1996-09-30
46424,262292,Entered Old DROP,2012-11-30
28522,252044,Service Start,1998-11-09
73898,154539,Service Start,2005-10-10
60435,256139,Entered Old DROP,2016-04-30
38703,212538,Service Start,2008-12-01
98651,182079,Entered Reverse DROP,2017-04-01
114871,243917,Hired - Return to Work,2011-07-10
76467,254346,Entered Old DROP,2014-03-01
76301,133524,Service Start,2005-06-27
31384,223609,Service Start,2005-07-01
28418,262786,Entered Old DROP,2016-02-26
103110,233654,Entered Old DROP,2016-10-30
123795,179080,Service Start,2001-03-24
80703,177552,Service Start,2001-05-22
76575,154227,Service Start,2016-09-30
59909,193502,Entered Old DROP,2014-07-31
41421,182293,Service Start,1999-04-25
75746,125599,Service Start,2001-08-27
69079,213276,Service Start,1994-10-24
83603,144129,Service Start,2013-04-15
64429,210177,Service Start,1994-10-03
91209,193494,Service Start,1998-09-07
114823,154634,Service Start,1994-09-12
114186,156425,Service Start,2011-04-07
24282,249280,Service Start,2004-09-18
109607,262968,Entered Old DROP,2014-12-31
12868,217729,Service Start,2005-01-31
107157,262834,Entered Old DROP,2012-12-26
35615,181301,Service Start,1997-03-03
9423,141018,Service Start,2000-08-27
90058,195729,Service Start,2001-02-12
61348,179415,Service Start,1999-06-28
107369,148588,Service Start,2002-07-22
69372,194620,Entered Old DROP,2017-06-30
26222,204792,Service Start,2009-05-25
